path,sha256,size_bytes,purpose,status,source_manifest
artifacts/llm_cache/fold_fold_1_67ef1fffc2d8153da142d8388589cb7230c8f3d8fa4628929a8d190cb0d95312.json,d52b59ec10cd5477bb846130903d85528fdfd0bbc106ec2f8236a5c383c8824b,19238,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_1_8b2be439d57382b1c96a3af3769a4d8d867e99066d97ca33e20d89e40f707df1.json,00c63f9a176ac085684378787d1eb210b724fb5a172cb8c1dafc094ebf2be903,18535,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_1_9ed3dfb452721078f47049b1514c60dbd6ea81654f987bd67fd5c5951447fc8d.json,e67577a009f60afdfc47777c193c3cb68416ffbd84a87220a51af94918e3b84c,18676,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_1_dce42c464cbd0a42986075faf5c093993ced6019609b5a5fbfaff39bdf92905c.json,8af5187c422dd72e929cb538b201abb638e8d6eff05db63602c8e2bf0f3e3a1b,37302,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_1_e666ee4d582cbf39da021ad7a6337f3fda8a96bd2cd015c9a74365a993ea9c23.json,17f6ed88f67667566c331f737de2235f53842c044339ab10f47ec86d20129259,59834,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_2_63b5951d76f85bd0cabac3e2fe93128cb405e7b3724e011aa4cbb2c8fcaa73f5.json,080697647c3104b5004e7adf1444dbbce3a40376d43eb91cddf627377162519b,67793,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_2_75c38e3576186f7d5e33c001e06998243b4b2e0d375efe904122658766d76ddb.json,54933f1aab39f9cd0a9645c2b09d38674d18de34aec75d10b10a16ae278d7a0b,44952,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_2_8513a6a71dc54ea9da07f9058432ea1839a1efaf05f43c895877581ceb1921ff.json,2faeb6bbb6fbd6ef188149804878cf8088d5f365656b9c44d8de0d85ba9b93b5,47037,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_2_8da6d9053082f29ce6ea93a7b8dcde9e80de244781aca1dd2a8d8b0b86bdb7f4.json,42f04a2b94b52f2d823ae3f6963094ca26fd4b6b045b4d35ab6069901591f522,19818,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_2_b48a7fd125fd3acdbb44149fdfdcb175413196a45d512de163e4991901d7b1e2.json,53a45bc4e5d7055a4c78b04871cb1d4eb027cfd462a4e2b9e5cd63236dd07b9b,18561,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_2_b97a0779d3b697ed9983544ffbd86cc3767b78379f233e90a20bfae74c39a4d4.json,3dbf9d3f6cea75039c123451eba9bb4d7658bbfc8b8fd7f3c736ad3fa9f10f1e,22982,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_2_ea84238c2c6f5a30d37b240386105c4595420606f3d31a2845c61c304e48cffa.json,783a8e69e3fef82565aff5bc7e0367c579fdc17a5911f6817ee5768af03df575,18133,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_2_ed6d977582541cfd4c2440c8cd303bd82928f888f1fc6fae978c4dfc0f0ec0c5.json,a9f9584afb7f76fd86caac907729fdad680a0844d5adef4a977415c1a7687a4f,18863,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_2_ffcce9048734d4c663a2191cbffd9076de6ef7ec6a4d4c42c6adeee95c0b347e.json,c881fae135824d239edc2bfec200d54e33123961f544af11664febdbd0471a35,18772,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_3_25591bec356eda0f8f9a8ed9384cfd8a8998e0fc41d341c0db9ad5949481c333.json,4a57a4d5a1041232b9eb524d27502bea57b69f487b6e15676c039bf4fffa4dbc,18639,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_3_5ce426538484284666547168232f5ee542191dd1dd1570ab70426c33994071d3.json,37b4bb7704df7e37e014a141094638e72175abc532da0279a6e30737b8647b3a,20056,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_3_5ea0b685c2383ce7ab3254ce41b2b40be1dc87d88df91fbc1927e19cb2ff78eb.json,5002a9c80687202a1b7d5a2488eee3765149699f77918df4ed62202847cd9d02,18724,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_3_6c2e703369ee44813c4e1a0cbeff9f63d716c08205f4524b939c5368f5883201.json,f829410f911bdce6a187ddc235f0d86efbec5db68649df7b54b38cc5ec57844a,19074,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_3_9953431ed798b4e074ee77931a795eb7daca6f624ebdc11961ee88814586afb1.json,a4858d635102b5f5c93a6189bbbe11065f076e2054f04b351cab4f1955dc8a4a,18134,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_3_ab3d5b0458c7cc942971d899107ce203421949bf8c7f35a843f29f5b15dbd5c4.json,53d857fc43acb0c45d2116d08db19fcf453f63a5562e36c33a1848d43a16aa27,44434,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_3_e45b6ef502b8fae10ecf225f971b5bad42785fc92ee2bda6ed24e6f373146f49.json,b5f591a4111b7bb6a8bf034d18a339aea82baeb10ae6bb63fa303296bd594569,46394,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_3_fc0907faa7793f19bbe4fa5e71327259a89a6f34700d2837bcc45a1b4507c3fc.json,b46a3d6fd905c0cf68ec7d5091ae8dc5dbfd0148b748f4ccbe24c1f3f17e53f1,64060,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_3_fe268437dc05469ab4b6694e3f2a18c2cfe1ac5f472de2d1b6d39a9e0e8e4311.json,e0faf6901092eab3931d2b5c6f47be41bf343d5d7916f64b9be5a42a1b69cb19,21934,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_4_07c31b2bf14a63edcf097171aec6d278cc0246cefc3e6100f746aceaffa2cfd5.json,cabeec4d022df6a0d75e715f4b5e948d8c54dd2ea77046e76ecdd11fc962b425,18343,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_4_5d4fca1fb303a029aa6c724ae3898074d60f3016bc158cd17b429d4a4fc68335.json,a1b4912385f808785c63e3eadaad4568acb1998129ac3771d6e9fb95cd7f178a,20765,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_4_7dfc8f584a968aba4b36f8867b35dbfea4757b96c3d6b241526b38d985217e75.json,6489d7ab14d49c88e76ffa4710a3e0be06f4276a7f839c4f60c05416f57cd4cf,97431,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_4_7ea8846665ef8727e85ea7b83defff9bbf316073c400acc527beefa48c009b1d.json,e3d25d92eaa22539cd299cb8c4ade343a48052d6653298104a402b9cb97329b4,18821,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_4_ad0bbf17bfae7f3d59b833e7a6e27777c28e77d1383826487bd00cef96daee07.json,d96a49f3b86f77f2f661bd0943d645fa597b32587f0479538e8bbbd1137d0c77,15939,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_4_ae4a0427a6930e95aa64ffd9fe579adae2094256b0c44ce8a1c68680b41deba2.json,8766b1757c9a5eac08e3d1e34097386325a0b9bf76a960409bb12f0cd750ccc1,16373,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_4_be9bf25ac7145d6b7f701abe666b9d6473695fe43fd0cf95daf06bcb3344fdba.json,6429603a529e832c7bd0c23fcb64aca030b3eee8fdea69b4e8dcc500facd98d3,43579,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_4_cbb6ee40fbe7b16c9cbbfe9c0ef1ef57ddc86143f08f98f5ba8e4997160b58de.json,6548b5b1d21615e7c281da91345e452a2db98851befe87cf1c22c5d258337360,21130,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_5_18310d7754e9600c7e99dbb7f4175feae13c4704f9f12eb64ce7ea673199e407.json,94ec6da108e290046d12b7023d933a853c26945bd50bf4a21289768fc0ca5c6c,44905,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_5_31e1871735f876498d6657a5d58da38d1271bb4aa41e48aee8bee5424750a45f.json,4a40727535386dfae96d894c75cf5487bc3bd9a466958d792c936f641b199aed,67315,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_5_7c778d5f27bdc7354129d099a81f2a23efc6e3e0c2f13a74539edc7a72338a6b.json,3e0170c2d12e5ead59d93245be073b1e60e32b67a50ef1a9436779a30ee33eff,18959,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_5_9a8233b01cf0ed2e054a4b2337a90194811ac7d0fcc7b1291c0132c8173bd365.json,704be9761d961a87d070bcade0394581219550ec4657168b49ee732d11f6d716,18669,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_5_9b846292a9bee8b9e0d252dc6d2375e9f24109d3d1b1462d097ec77ce44cb533.json,3b49e02a9a4dc285898d6c60c17c87dc8cdcd9385d3cc849a972dbd169ef30b2,21318,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_5_9e67d90441125f6c6167b057463c2d7e9c8008f5ce8577ed1a0c2e35fe2f84c7.json,8a34bfd438ff686ea5f0a44419e69c4dc3a16c05ee9b0ebee1b1551bec96acf5,19470,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_5_e99124836c5b6823d1b45372f386791fd722ef81635ebabb173fa954a1f44899.json,a1177ba5f6add875ad41b17a4db9046fbeb876a3cef0b924b885d505f34e3f75,19125,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
artifacts/llm_cache/fold_fold_5_f7bb093661cbad761c2649ac55a953def03ff4eccd97d693ef320d2db02501c6.json,98d251f9e501eff976539e6e674272f612a5bf304517fc22bbf02a3e60cc655a,25154,"retained input for significance, feature drift, or LLM cost analysis",required_pending_analysis_input,
reports/cross_dataset_v2_analysis.md,ef49150e5f57b1ebcaf8d06c4a92028daa58c6f754414c3cbc2c1006c3dd1596,16011,Existing report based on verified non-CLIP evidence; any CLIP text is future-scope wording only.,reusable_existing,results/research_summary/summary_manifest.json
reports/homecredit_report.md,beaee6d0379731cfe781a209a5a4c02c81b20a8f51a0c0a320a25e815f349200,45045,Existing report based on verified non-CLIP evidence; any CLIP text is future-scope wording only.,reusable_existing,results/research_summary/summary_manifest.json
results/analysis_plots/01_lendingclub_v1_vs_v2_metadata_readiness.png,7944d8f4e8d3f775bd1cad852658cc17a81516e27dfc0da0bd9fc7bbd7701f12,123707,Cross-dataset or report evidence generated from existing non-CLIP baseline artifacts.,reusable_existing,results/research_summary/summary_manifest.json
results/analysis_plots/02_top_oot_auc_best_methods.png,8611226ca9dd03dd919d1d74a5ecd8b8a6dd6c371c3cbee9fd4de3bd92aa42dd,105902,Cross-dataset or report evidence generated from existing non-CLIP baseline artifacts.,reusable_existing,results/research_summary/summary_manifest.json
results/analysis_plots/03_family_level_oot_auc.png,44d9bfc7e3d63430a1a999a3e08f30dd82bfbf1a34e1f0de70184ec420555b0c,161553,Cross-dataset or report evidence generated from existing non-CLIP baseline artifacts.,reusable_existing,results/research_summary/summary_manifest.json
results/analysis_plots/04_score_psi_key_methods.png,386c486aa4fc8392b399cc6faf9463f65791df0367e94d4e6ae73f95859ee3a0,306858,Cross-dataset or report evidence generated from existing non-CLIP baseline artifacts.,reusable_existing,results/research_summary/summary_manifest.json
results/analysis_plots/05_oot_roc_curves_top4.png,5762b0f5866511126c135696cb02e96fa92d5eb560d0a1a465b737413a8726a5,227274,Cross-dataset or report evidence generated from existing non-CLIP baseline artifacts.,reusable_existing,results/research_summary/summary_manifest.json
results/analysis_plots/07_semantic_coverage_key_selectors.png,1cfb5fc2624811f317c8c28c8678099be9f0768905c633bb7f36e8a573d24fc5,131120,Cross-dataset or report evidence generated from existing non-CLIP baseline artifacts.,reusable_existing,results/research_summary/summary_manifest.json
results/analysis_plots/08_stability_vs_oot_auc_tradeoff.png,1e836f0879370743ed687fb51c7181a4183a7a03446bfe1b8d0de61e7b1f5cf9,204985,Cross-dataset or report evidence generated from existing non-CLIP baseline artifacts.,reusable_existing,results/research_summary/summary_manifest.json
results/analysis_plots/plot_data_sources_audit.csv,7c682972f52e722874c7f0e62e5ccbb626d66627b4e35159e48cbf4395ed8c24,28690,Cross-dataset or report evidence generated from existing non-CLIP baseline artifacts.,reusable_existing,results/research_summary/summary_manifest.json
results/analysis_plots/plot_interpretation_guide.csv,fcaf2c43b5b322a6558917283207d8f080906f00422c55798b860292bd442e4a,12612,Cross-dataset or report evidence generated from existing non-CLIP baseline artifacts.,reusable_existing,results/research_summary/summary_manifest.json
results/analysis_plots/plot_interpretation_guide.md,8effa0d1fd5430a1ace8f2598b1553bae6224161535575816fd20bbc5bdbb34d,15088,Cross-dataset or report evidence generated from existing non-CLIP baseline artifacts.,reusable_existing,results/research_summary/summary_manifest.json
results/analysis_plots/plot_manifest.csv,184d131ae52eaf3031b2338fbc2a62b2245a541ef0f3bedde58d8174228933f0,2927,Cross-dataset or report evidence generated from existing non-CLIP baseline artifacts.,reusable_existing,results/research_summary/summary_manifest.json
results/analysis_plots/report_plot_order.md,8981a6e6e937302e75f271fc4ef0cee396713e45794306c90c4dc5c0ecb7328e,2439,Cross-dataset or report evidence generated from existing non-CLIP baseline artifacts.,reusable_existing,results/research_summary/summary_manifest.json
results/clip/dry_run/source_hashes.json,abcddef436d1684fff46309fdc8b696f43d1c8690a5fe13d743205b1c9dc5a8f,487,"Verified frozen input, DEV descriptor, split, or preprocessing evidence independent of CLIP training.",reusable_existing,results/research_summary/summary_manifest.json
results/clip/dry_run/training_manifest.json,a6acde75b4b382b08030a83ce21d212f0667d9a63a68aaa68486841f8c229f9e,76314,"Verified frozen input, DEV descriptor, split, or preprocessing evidence independent of CLIP training.",reusable_existing,results/research_summary/summary_manifest.json
results/clip/text_baseline/embedding_cache_manifest.json,f6d1a4ef53daabd05f6721f27db394903e8d2b11e11c8b899d884f595dd794f4,440,"Verified frozen input, DEV descriptor, split, or preprocessing evidence independent of CLIP training.",reusable_existing,results/research_summary/summary_manifest.json
results/clip/text_baseline/homecredit_group_split.csv,c2b92a847a86d15430638ef933a8e7cf49fca2c2cb4e6740d65853dca055b0ad,71210,"Verified frozen input, DEV descriptor, split, or preprocessing evidence independent of CLIP training.",reusable_existing,results/research_summary/summary_manifest.json
results/clip/text_baseline/homecredit_text_embeddings.parquet,9f165aabe7dbeac5f5eab73ec72931cb399d184c887f4a3750381add615ddb60,1157187,"Verified frozen input, DEV descriptor, split, or preprocessing evidence independent of CLIP training.",reusable_existing,results/research_summary/summary_manifest.json
results/clip/text_baseline/lendingclub_v2_text_embeddings.parquet,308d6142f7eae66eecb646a5c0ed7db5177491d29c3fc88c2b669b070d4937fb,1478049,"Verified frozen input, DEV descriptor, split, or preprocessing evidence independent of CLIP training.",reusable_existing,results/research_summary/summary_manifest.json
results/clip/text_baseline/text_embedding_audit.json,92ab7763ce02a2151b143bed39ce7e834ed82b4168d923439da4309dcdf38e85,304,"Verified frozen input, DEV descriptor, split, or preprocessing evidence independent of CLIP training.",reusable_existing,results/research_summary/summary_manifest.json
results/clip_pairing_repair/checkpoint_invalidation.json,a4f4d002aed7903d29ea1d0b0849fa3ea67f4545c9d22afa714138989baeeb26,118350,Corrected pairing-policy audit evidence; no scientific model result.,reusable_existing,results/research_summary/summary_manifest.json
results/clip_pairing_repair/mask_counts_before_after.csv,42f98d1075f977c1d33e1fb11d1af8f7f557461c4ef8e1274f0b129f2668c74a,1546,Corrected pairing-policy audit evidence; no scientific model result.,reusable_existing,results/research_summary/summary_manifest.json
results/clip_pairing_repair/mask_policy.json,0f1a9c93fca6c925065f8dd19c1cabf241fe5766d2f077549a9ffafe8fd40a7b,1099,Corrected pairing-policy audit evidence; no scientific model result.,reusable_existing,results/research_summary/summary_manifest.json
results/clip_pairing_repair/masked_pair_examples.csv,83655857c4c4f8fe8910c8c210431fcac824052a1278000982f0262050a55475,1912,Corrected pairing-policy audit evidence; no scientific model result.,reusable_existing,results/research_summary/summary_manifest.json
results/clip_pairing_repair/repair_manifest.json,8abab6681eba5ecb87fa09f11e8332689710bd262fd66d468477a32840f31ea4,2275,Corrected pairing-policy audit evidence; no scientific model result.,reusable_existing,results/research_summary/summary_manifest.json
results/clip_pairing_repair/repair_summary.md,636931fc77c1b43d2988f8e9036f167a9281a5e53ec678c092c67e7cd4f0b976,1690,Corrected pairing-policy audit evidence; no scientific model result.,reusable_existing,results/research_summary/summary_manifest.json
results/clip_pairing_repair/smoke_validation.json,acf626bb3573c5110ab6e1ac028882bfbbcd9abf95a709de50388bc7ffd11892,614,Corrected pairing-policy audit evidence; no scientific model result.,reusable_existing,results/research_summary/summary_manifest.json
results/clip_v2/statistical_view/homecredit_statistical_vectors.parquet,a26baff9755971dbd182357a672a6661ae7709397b19cd023d07d50ca0883096,136440,"Verified frozen input, DEV descriptor, split, or preprocessing evidence independent of CLIP training.",reusable_existing,results/research_summary/summary_manifest.json
results/clip_v2/statistical_view/lendingclub_v2_statistical_vectors.parquet,a1acf97554f4384de28655b673894ea673d099033b512945450cadc0e20a4f13,150871,"Verified frozen input, DEV descriptor, split, or preprocessing evidence independent of CLIP training.",reusable_existing,results/research_summary/summary_manifest.json
results/clip_v2/statistical_view/statistical_feature_order.json,fadb2335b676540c2aff47e3c398264bcb5dd049b830ac65de3d568a5d9e0b28,513,"Verified frozen input, DEV descriptor, split, or preprocessing evidence independent of CLIP training.",reusable_existing,results/research_summary/summary_manifest.json
results/clip_v2/statistical_view/statistical_preprocessor.json,caf0a9dc4e84e5246453ab4095886e5206b0b24a6c41bc0976a2071f2a298e8a,1779,"Verified frozen input, DEV descriptor, split, or preprocessing evidence independent of CLIP training.",reusable_existing,results/research_summary/summary_manifest.json
results/clip_v2/statistical_view/statistical_view_summary.json,f459f9626807841f66f2d09c8fcda648dfc30732fa0b2379f585bae017ea2fd4,1545,"Verified frozen input, DEV descriptor, split, or preprocessing evidence independent of CLIP training.",reusable_existing,results/research_summary/summary_manifest.json
results/corrected_homecredit_clip/combined_pipeline/candidate_pool_manifest.csv,5f4ce212834a2af8d3794ce602ae5626dd3b8cd6912d7949d4dc08cbce422142,49033,Corrected Home Credit CLIP provenance repair artifact or self-describing provenance update.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/combined_pipeline_manifest.json,00f8430f6a7f7bd06f5ea801fc51cf95bb3c0aa552fd168de7165fefe7ab7722,483,Corrected Home Credit CLIP professor-requested artifact.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/comparison_predictions_registry.csv,aa4a1cef17b50c415359f1eb72fa1a374c2f78a54df8b44accc52571cdeab09e,135,Corrected Home Credit CLIP professor-requested artifact.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/comparison_table.csv,17a2f6a31ce4c216f029282c6b78e3f59f44f73324aedb7806f13b956de4fe3d,2349,Corrected Home Credit CLIP professor-requested artifact.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/corrected_consensus_clip_scores.csv,006fce01eaf5e1c2d58299c4e801530caa020c03eab1c4e1259ce67ed366360f,46188,Corrected Home Credit CLIP provenance repair artifact or self-describing provenance update.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/frozen_llm_approved_catboost.csv,b77dfc44ef6c1014fa563ad8c06a0baabf533d2389ac3826e021a57ca1ae7054,21346,Corrected Home Credit CLIP professor-requested artifact.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/frozen_llm_approved_lr.csv,70e295b0f05e80fe4513411e27f0ec26727a2230e9dfff1da5202ba76cfede4e,13175,Corrected Home Credit CLIP professor-requested artifact.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/new_metrics.csv,aa7dbbe015b60d53c5c7ef0692a31f145c2955d32a1c01c6e33f27c1f10316d5,1713,Corrected Home Credit CLIP professor-requested artifact.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/new_predictions.parquet,75d034b89b4429eb179725acd6d3916c85660d39e0c7200159778223fd7f90bd,4257694,Corrected Home Credit CLIP professor-requested artifact.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_corrected_clip_then_mrmr/data_split_manifest.json,55c6614a990d3cbbc0430fbd78184857943f7fb3202954b2ad17365b0ae3be91,705,Corrected Home Credit CLIP professor-requested artifact.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_corrected_clip_then_mrmr/features/feature_stability_metrics.csv,0071313a4abcb933b3f80cd812fae65c9f65015a413c4bc77cdf875016923b9b,543,Corrected Home Credit CLIP professor-requested artifact.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_corrected_clip_then_mrmr/features/final_selected_features.csv,35ca54a88bb7893dcd53c82cb40c59802caa7dab71b86aa00e11f5c98222b671,5596,Corrected Home Credit CLIP provenance repair artifact or self-describing provenance update.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_corrected_clip_then_mrmr/features/fold_selected_features.csv,a31d1e2cbb478417a31aa4493baa4c9167b207e561034e584891700e1e000a50,25797,Corrected Home Credit CLIP provenance repair artifact or self-describing provenance update.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_corrected_clip_then_mrmr/features/selection_frequency.csv,405b81ce980ad18b75b3d629864d5f0304e9aa1d60b07a82d7b944b8cf3459dc,2107,Corrected Home Credit CLIP professor-requested artifact.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_corrected_clip_then_mrmr/features/semantic_group_stability.csv,09aff951d9ed6a82b49ddacc9ee482ac3047744d35d1807f30111cc9c2e12caa,294,Corrected Home Credit CLIP professor-requested artifact.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_corrected_clip_then_mrmr/leakage_report.json,b7cbf2ce8ecb4afd703a2f8fe3db9b19455bf1423419f573e1a4d148ca71d340,391,Corrected Home Credit CLIP professor-requested artifact.,newly_executed,results/corrected_homecredit_clip/task_manifest.json
