run_id,cell_id,cell_index,phase,dataset,fold_or_split,method_id,implementation_id,method_role,evaluation_model,candidate_universe_count,candidate_universe_hash,selected_feature_count,budget_semantics,requested_budget,natural_support,feasibility_state,seed,prediction_sha256,prediction_row_identity_sha256,identity_target_sha256,metric_artifact_sha256,configuration_lock_sha256,auc,gini,ks,lift_at_10,runtime_seconds,peak_process_rss_gib,minimum_available_ram_gib,ram_wait_seconds,warnings,terminal_state,fold,model,selected_features,selection_seconds,model_fit_seconds
fbv1-002-homecredit-catboost-full-features-s42,fbv1-002-homecredit-catboost-full-features-s42,2,dev_expanding_window_fold,homecredit,4,full_features,full_candidate_features_v1,control,catboost,529,unsupported_not_persisted_by_prompt_10,529,full_universe,,False,completed,42,,,,a6227667ec1c02a3a72e5be13fd05db14c437d1e99d1c5bc7b4f8b63e5474d0d,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7792711759795224,0.5585423519590449,0.4239902579656738,3.407079511248916,352.9416389465332,10.453445434570312,14.970687866210938,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,4.0,catboost,529.0,1.3822474479675293,346.4626588821411
fbv1-002-homecredit-catboost-full-features-s42,fbv1-002-homecredit-catboost-full-features-s42,2,dev_expanding_window_fold,homecredit,5,full_features,full_candidate_features_v1,control,catboost,529,unsupported_not_persisted_by_prompt_10,529,full_universe,,False,completed,42,,,,a6227667ec1c02a3a72e5be13fd05db14c437d1e99d1c5bc7b4f8b63e5474d0d,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7773953181907459,0.5547906363814918,0.4113353812900562,3.457052041275482,445.6196703910828,10.453445434570312,14.970687866210938,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,5.0,catboost,529.0,1.70497465133667,438.0034723281861
fbv1-002-homecredit-catboost-full-features-s42,fbv1-002-homecredit-catboost-full-features-s42,2,full_dev_refit_diagnostic,homecredit,full_dev_in_sample,full_features,full_candidate_features_v1,control,catboost,529,unsupported_not_persisted_by_prompt_10,529,full_universe,,False,completed,42,dd2c89ce041829ee38aba7198712224df04773104f1379ccd6896dfd03e40b2a,6b3eaa2e6925ae4386ef9e17c99b444cdc414c9102fbd98d6635c41f777aa3c2,1f68b49d4420e943a3833cb62b917c5e1093562281807d9047a11ffc2626aebc,a6227667ec1c02a3a72e5be13fd05db14c437d1e99d1c5bc7b4f8b63e5474d0d,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.9659524323640061,0.9319048647280122,0.8187024765003291,7.56650963134427,,10.453445434570312,14.970687866210938,0.0,,completed,,,,,
fbv1-002-homecredit-catboost-full-features-s42,fbv1-002-homecredit-catboost-full-features-s42,2,oot,homecredit,locked_oot,full_features,full_candidate_features_v1,control,catboost,529,unsupported_not_persisted_by_prompt_10,529,full_universe,,False,completed,42,472cfee6590fdfa73d565423b1f1a0f79e531cdaa61e5a47b62cd492abfdd1f7,44dae0bae662ea5ebb863a1fdfe3f68878235f3117cc11e0409f147ddda36f95,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,a6227667ec1c02a3a72e5be13fd05db14c437d1e99d1c5bc7b4f8b63e5474d0d,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7860320086407899,0.5720640172815799,0.43423091924777524,3.6253499918578638,,10.453445434570312,14.970687866210938,0.0,,completed,,,,,
fbv1-003-lendingclub_v2-lr-full-features-s42,fbv1-003-lendingclub_v2-lr-full-features-s42,3,dev_expanding_window_fold,lendingclub_v2,1,full_features,full_candidate_features_v1,control,lr,675,unsupported_not_persisted_by_prompt_10,675,full_universe,,False,completed,42,,,,5d65ddfc1e8ca0802aa394ec8f178322a75822f118ae27f520d2837022c4989e,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7169435398857743,0.4338870797715486,0.3150539616040319,2.376500534452765,165.61937308311462,22.56481170654297,3.947418212890625,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,1.0,lr,675.0,3.7808234691619873,150.1350953578949
fbv1-003-lendingclub_v2-lr-full-features-s42,fbv1-003-lendingclub_v2-lr-full-features-s42,3,dev_expanding_window_fold,lendingclub_v2,2,full_features,full_candidate_features_v1,control,lr,675,unsupported_not_persisted_by_prompt_10,675,full_universe,,False,completed,42,,,,5d65ddfc1e8ca0802aa394ec8f178322a75822f118ae27f520d2837022c4989e,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7251218023127669,0.4502436046255338,0.3290884757608994,2.4152394267738555,241.2249953746796,22.56481170654297,3.947418212890625,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,2.0,lr,675.0,6.942288637161255,219.00303435325625
fbv1-003-lendingclub_v2-lr-full-features-s42,fbv1-003-lendingclub_v2-lr-full-features-s42,3,dev_expanding_window_fold,lendingclub_v2,3,full_features,full_candidate_features_v1,control,lr,675,unsupported_not_persisted_by_prompt_10,675,full_universe,,False,completed,42,,,,5d65ddfc1e8ca0802aa394ec8f178322a75822f118ae27f520d2837022c4989e,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7333816393620127,0.4667632787240254,0.3416810513981959,2.502114302770072,422.52179980278015,22.56481170654297,3.947418212890625,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,3.0,lr,675.0,11.388656854629517,387.230813741684
fbv1-003-lendingclub_v2-lr-full-features-s42,fbv1-003-lendingclub_v2-lr-full-features-s42,3,dev_expanding_window_fold,lendingclub_v2,4,full_features,full_candidate_features_v1,control,lr,675,unsupported_not_persisted_by_prompt_10,675,full_universe,,False,completed,42,,,,5d65ddfc1e8ca0802aa394ec8f178322a75822f118ae27f520d2837022c4989e,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7413521328445123,0.4827042656890246,0.3501920336220273,2.641114121763645,1226.7420961856842,22.56481170654297,3.947418212890625,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,4.0,lr,675.0,16.00850558280945,1180.446545124054
fbv1-003-lendingclub_v2-lr-full-features-s42,fbv1-003-lendingclub_v2-lr-full-features-s42,3,dev_expanding_window_fold,lendingclub_v2,5,full_features,full_candidate_features_v1,control,lr,675,unsupported_not_persisted_by_prompt_10,675,full_universe,,False,completed,42,,,,5d65ddfc1e8ca0802aa394ec8f178322a75822f118ae27f520d2837022c4989e,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7430171821709857,0.4860343643419713,0.3549245135449307,2.586035955707109,810.9660274982452,22.56481170654297,3.947418212890625,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,5.0,lr,675.0,20.721222639083862,753.6200928688049
fbv1-003-lendingclub_v2-lr-full-features-s42,fbv1-003-lendingclub_v2-lr-full-features-s42,3,full_dev_refit_diagnostic,lendingclub_v2,full_dev_in_sample,full_features,full_candidate_features_v1,control,lr,675,unsupported_not_persisted_by_prompt_10,675,full_universe,,False,completed,42,b196c526221dc34bdc9769433a00728913e23356a9ca24fdb604702d95d2465e,adc6858c1ac6c5acb3306b8074fd315e00f99ca06f92e1160a64f7209a5ae79e,5060f17d16fffb4665fbfba4d80331db0b56744cad19516a0913ef91b28032d4,5d65ddfc1e8ca0802aa394ec8f178322a75822f118ae27f520d2837022c4989e,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7336375913097939,0.4672751826195878,0.33940337775903134,2.522096226464004,6964.255931599997,22.56481170654297,3.947418212890625,0.0,,completed,,,,,
fbv1-003-lendingclub_v2-lr-full-features-s42,fbv1-003-lendingclub_v2-lr-full-features-s42,3,oot,lendingclub_v2,locked_oot,full_features,full_candidate_features_v1,control,lr,675,unsupported_not_persisted_by_prompt_10,675,full_universe,,False,completed,42,5e415a2d976397fa6ca338906205432d7add9071f7209ad2735d31f7d40c126a,58a4c0cae484435637172dabe24671608cf022babfd29425aba0879e68244714,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,5d65ddfc1e8ca0802aa394ec8f178322a75822f118ae27f520d2837022c4989e,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7108872585675469,0.42177451713509373,0.3033897914347885,2.208835320126157,6964.255931599997,22.56481170654297,3.947418212890625,0.0,,completed,,,,,
fbv1-004-lendingclub_v2-catboost-full-features-s42,fbv1-004-lendingclub_v2-catboost-full-features-s42,4,dev_expanding_window_fold,lendingclub_v2,1,full_features,full_candidate_features_v1,control,catboost,675,unsupported_not_persisted_by_prompt_10,675,full_universe,,False,completed,42,,,,2c51e9cd20b2fce80e5926cd0ce6ccd479aca687877952e9b59ce6d59638db04,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7208312096593247,0.4416624193186493,0.3219734686744014,2.413918553620417,251.77219653129575,20.57247543334961,7.130462646484375,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,1.0,catboost,675.0,3.760818719863892,236.51490354537964
fbv1-004-lendingclub_v2-catboost-full-features-s42,fbv1-004-lendingclub_v2-catboost-full-features-s42,4,dev_expanding_window_fold,lendingclub_v2,2,full_features,full_candidate_features_v1,control,catboost,675,unsupported_not_persisted_by_prompt_10,675,full_universe,,False,completed,42,,,,2c51e9cd20b2fce80e5926cd0ce6ccd479aca687877952e9b59ce6d59638db04,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7291761443240735,0.458352288648147,0.3317877166426256,2.4391238494698824,460.91240882873535,20.57247543334961,7.130462646484375,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,2.0,catboost,675.0,6.912645101547241,438.0641069412232
fbv1-004-lendingclub_v2-catboost-full-features-s42,fbv1-004-lendingclub_v2-catboost-full-features-s42,4,dev_expanding_window_fold,lendingclub_v2,3,full_features,full_candidate_features_v1,control,catboost,675,unsupported_not_persisted_by_prompt_10,675,full_universe,,False,completed,42,,,,2c51e9cd20b2fce80e5926cd0ce6ccd479aca687877952e9b59ce6d59638db04,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7390232273434121,0.4780464546868241,0.3476451263443759,2.5571438852517883,1081.8795337677002,20.57247543334961,7.130462646484375,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,3.0,catboost,675.0,18.232248544692997,1030.230026960373
fbv1-004-lendingclub_v2-catboost-full-features-s42,fbv1-004-lendingclub_v2-catboost-full-features-s42,4,dev_expanding_window_fold,lendingclub_v2,4,full_features,full_candidate_features_v1,control,catboost,675,unsupported_not_persisted_by_prompt_10,675,full_universe,,False,completed,42,,,,2c51e9cd20b2fce80e5926cd0ce6ccd479aca687877952e9b59ce6d59638db04,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7468274434872479,0.4936548869744959,0.359075521914581,2.6730814973008417,2278.626412153244,20.57247543334961,7.130462646484375,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,4.0,catboost,675.0,16.175867795944214,2231.3199076652527
fbv1-004-lendingclub_v2-catboost-full-features-s42,fbv1-004-lendingclub_v2-catboost-full-features-s42,4,dev_expanding_window_fold,lendingclub_v2,5,full_features,full_candidate_features_v1,control,catboost,675,unsupported_not_persisted_by_prompt_10,675,full_universe,,False,completed,42,,,,2c51e9cd20b2fce80e5926cd0ce6ccd479aca687877952e9b59ce6d59638db04,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7501635936535282,0.5003271873070565,0.3646283108740666,2.6562050029773494,3560.672696828842,20.57247543334961,7.130462646484375,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,5.0,catboost,675.0,20.42449975013733,3502.4179508686066
fbv1-004-lendingclub_v2-catboost-full-features-s42,fbv1-004-lendingclub_v2-catboost-full-features-s42,4,full_dev_refit_diagnostic,lendingclub_v2,full_dev_in_sample,full_features,full_candidate_features_v1,control,catboost,675,unsupported_not_persisted_by_prompt_10,675,full_universe,,False,completed,42,eed9638e0d9154ff3961bd6f921805eac7b5534798d0828f97a20fb8d4b95994,adc6858c1ac6c5acb3306b8074fd315e00f99ca06f92e1160a64f7209a5ae79e,5060f17d16fffb4665fbfba4d80331db0b56744cad19516a0913ef91b28032d4,2c51e9cd20b2fce80e5926cd0ce6ccd479aca687877952e9b59ce6d59638db04,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.8024122784518786,0.6048245569037571,0.4554253940884628,3.0002685720441113,14654.651616400006,20.57247543334961,7.130462646484375,0.0,,completed,,,,,
fbv1-004-lendingclub_v2-catboost-full-features-s42,fbv1-004-lendingclub_v2-catboost-full-features-s42,4,oot,lendingclub_v2,locked_oot,full_features,full_candidate_features_v1,control,catboost,675,unsupported_not_persisted_by_prompt_10,675,full_universe,,False,completed,42,e4e2b6ab9cceb963620ab54b3966eb4168d538eadfb699860e740135e6d005c4,58a4c0cae484435637172dabe24671608cf022babfd29425aba0879e68244714,e455f6dae0c55f6bd47aaeefde05ef6ad1468aa1053f9be7013b109c2b94c162,2c51e9cd20b2fce80e5926cd0ce6ccd479aca687877952e9b59ce6d59638db04,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.7229733440369057,0.44594668807381144,0.32027296292361135,2.2867804242855567,14654.651616400006,20.57247543334961,7.130462646484375,0.0,,completed,,,,,
fbv1-005-homecredit-lr-random-k-s42,fbv1-005-homecredit-lr-random-k-s42,5,dev_expanding_window_fold,homecredit,1,random_k,random_k_local_generator_v1,control,lr,529,unsupported_not_persisted_by_prompt_10,20,exact_budget,20.0,False,completed,42,,,,e4582089f7bb152d5273f1aa1b1b6d4072f7cfd583146884b441255015f47153,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.6026549439871917,0.2053098879743833,0.1665544454600734,1.7212490479817213,0.6023507118225098,7.937736511230469,19.471649169921875,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,1.0,lr,20.0,0.4522213935852051,0.0359494686126709
fbv1-005-homecredit-lr-random-k-s42,fbv1-005-homecredit-lr-random-k-s42,5,dev_expanding_window_fold,homecredit,2,random_k,random_k_local_generator_v1,control,lr,529,unsupported_not_persisted_by_prompt_10,20,exact_budget,20.0,False,completed,42,,,,e4582089f7bb152d5273f1aa1b1b6d4072f7cfd583146884b441255015f47153,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.598748232704024,0.197496465408048,0.1437192554896899,1.643527133291809,1.0295679569244385,7.937736511230469,19.471649169921875,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,2.0,lr,20.0,0.829754114151001,0.0663819313049316
fbv1-005-homecredit-lr-random-k-s42,fbv1-005-homecredit-lr-random-k-s42,5,dev_expanding_window_fold,homecredit,3,random_k,random_k_local_generator_v1,control,lr,529,unsupported_not_persisted_by_prompt_10,20,exact_budget,20.0,False,completed,42,,,,e4582089f7bb152d5273f1aa1b1b6d4072f7cfd583146884b441255015f47153,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.637246234601099,0.2744924692021979,0.219796138520133,1.8005992281129397,1.3184082508087158,7.937736511230469,19.471649169921875,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,3.0,lr,20.0,1.037595510482788,0.1288979053497314
fbv1-005-homecredit-lr-random-k-s42,fbv1-005-homecredit-lr-random-k-s42,5,dev_expanding_window_fold,homecredit,4,random_k,random_k_local_generator_v1,control,lr,529,unsupported_not_persisted_by_prompt_10,20,exact_budget,20.0,False,completed,42,,,,e4582089f7bb152d5273f1aa1b1b6d4072f7cfd583146884b441255015f47153,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.6323133495928429,0.2646266991856858,0.203047960236641,1.873532045463841,2.192982912063598,7.937736511230469,19.471649169921875,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,4.0,lr,20.0,1.299450397491455,0.7058331966400146
fbv1-005-homecredit-lr-random-k-s42,fbv1-005-homecredit-lr-random-k-s42,5,dev_expanding_window_fold,homecredit,5,random_k,random_k_local_generator_v1,control,lr,529,unsupported_not_persisted_by_prompt_10,20,exact_budget,20.0,False,completed,42,,,,e4582089f7bb152d5273f1aa1b1b6d4072f7cfd583146884b441255015f47153,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.6305465759681683,0.2610931519363366,0.1903113793874187,1.8772926043811533,2.602147102355957,7.937736511230469,19.471649169921875,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,5.0,lr,20.0,1.5995075702667236,0.8063006401062012
fbv1-005-homecredit-lr-random-k-s42,fbv1-005-homecredit-lr-random-k-s42,5,full_dev_refit_diagnostic,homecredit,full_dev_in_sample,random_k,random_k_local_generator_v1,control,lr,529,unsupported_not_persisted_by_prompt_10,20,exact_budget,20.0,False,completed,42,f060c1b82e1160123d1d43d9c10c84f8cb77e4be96cdc695646d1047ac5df0b8,6b3eaa2e6925ae4386ef9e17c99b444cdc414c9102fbd98d6635c41f777aa3c2,1f68b49d4420e943a3833cb62b917c5e1093562281807d9047a11ffc2626aebc,e4582089f7bb152d5273f1aa1b1b6d4072f7cfd583146884b441255015f47153,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.6209968803534988,0.24199376070699752,0.17591335305542133,1.802882822871167,107.38028349999513,7.937736511230469,19.471649169921875,0.0,,completed,,,,,
fbv1-005-homecredit-lr-random-k-s42,fbv1-005-homecredit-lr-random-k-s42,5,oot,homecredit,locked_oot,random_k,random_k_local_generator_v1,control,lr,529,unsupported_not_persisted_by_prompt_10,20,exact_budget,20.0,False,completed,42,8f802d9b560092a87054d73019e68a4212525008dad8e0cc84a17846e43b7000,44dae0bae662ea5ebb863a1fdfe3f68878235f3117cc11e0409f147ddda36f95,f5045e863d8debb0b80a5f67d62dcc27f62d80660b6395d4a41b1e05b07b07be,e4582089f7bb152d5273f1aa1b1b6d4072f7cfd583146884b441255015f47153,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.6278237662995227,0.2556475325990455,0.18820239441566738,1.8617926409799093,107.38028349999513,7.937736511230469,19.471649169921875,0.0,,completed,,,,,
fbv1-006-homecredit-catboost-random-k-s42,fbv1-006-homecredit-catboost-random-k-s42,6,dev_expanding_window_fold,homecredit,1,random_k,random_k_local_generator_v1,control,catboost,529,unsupported_not_persisted_by_prompt_10,40,exact_budget,40.0,False,completed,42,,,,557091f4202a85057e4f3a006a41a10cec82bdb302864a9731560bcc856f372a,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.632796039188723,0.2655920783774459,0.1958152867775406,1.9497334348819493,10.87353777885437,7.949802398681641,19.4705810546875,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,1.0,catboost,40.0,0.458223819732666,10.147122859954834
fbv1-006-homecredit-catboost-random-k-s42,fbv1-006-homecredit-catboost-random-k-s42,6,dev_expanding_window_fold,homecredit,2,random_k,random_k_local_generator_v1,control,catboost,529,unsupported_not_persisted_by_prompt_10,40,exact_budget,40.0,False,completed,42,,,,557091f4202a85057e4f3a006a41a10cec82bdb302864a9731560bcc856f372a,f03647c376fe834f9bb1c3d6834ed42732ef3e7e1047eeff352af49b31ed607f,0.6522571842437761,0.3045143684875522,0.221217592345568,2.2507415914045468,17.656046390533447,7.949802398681641,19.4705810546875,0.0,fold predictions not persisted; stored metrics cannot be prediction-recomputed,completed,2.0,catboost,40.0,0.7581818103790283,16.5420343875885
