combination_id,dataset,evaluation_model,fold,final_budget,saved_boruta_selected_count,feasibility_state,authentic_natural_support_count_available,reusable_component_artifact,reuse_reason,required_new_stage_fits,forecast_peak_rss_gib_lower_bound,forecast_active_seconds_lower_bound,predictive_outcome_used
boruta_then_rfe_catboost,homecredit,catboost,1,40,26.0,infeasible_natural_support,True,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,7.948005676269531,1792.593071700001,False
boruta_then_mrmr_mutual_information,homecredit,catboost,1,40,26.0,infeasible_natural_support,True,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,7.948005676269531,1792.593071700001,False
boruta_then_rfe_catboost,homecredit,catboost,2,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,7.948005676269531,1792.593071700001,False
boruta_then_mrmr_mutual_information,homecredit,catboost,2,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,7.948005676269531,1792.593071700001,False
boruta_then_rfe_catboost,homecredit,catboost,3,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,7.948005676269531,1792.593071700001,False
boruta_then_mrmr_mutual_information,homecredit,catboost,3,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,7.948005676269531,1792.593071700001,False
boruta_then_rfe_catboost,homecredit,catboost,4,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,7.948005676269531,1792.593071700001,False
boruta_then_mrmr_mutual_information,homecredit,catboost,4,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,7.948005676269531,1792.593071700001,False
boruta_then_rfe_catboost,homecredit,catboost,5,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,7.948005676269531,1792.593071700001,False
boruta_then_mrmr_mutual_information,homecredit,catboost,5,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,7.948005676269531,1792.593071700001,False
boruta_then_rfe_catboost,lendingclub_v2,lr,1,20,20.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,20.80652618408203,9776.028963799996,False
boruta_then_mrmr_mutual_information,lendingclub_v2,lr,1,20,20.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,20.80652618408203,9776.028963799996,False
boruta_then_rfe_catboost,lendingclub_v2,lr,2,20,20.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,20.80652618408203,9776.028963799996,False
boruta_then_mrmr_mutual_information,lendingclub_v2,lr,2,20,20.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,20.80652618408203,9776.028963799996,False
boruta_then_rfe_catboost,lendingclub_v2,lr,3,20,20.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,20.80652618408203,9776.028963799996,False
boruta_then_mrmr_mutual_information,lendingclub_v2,lr,3,20,20.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,20.80652618408203,9776.028963799996,False
boruta_then_rfe_catboost,lendingclub_v2,lr,4,20,20.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,20.80652618408203,9776.028963799996,False
boruta_then_mrmr_mutual_information,lendingclub_v2,lr,4,20,20.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,20.80652618408203,9776.028963799996,False
boruta_then_rfe_catboost,lendingclub_v2,lr,5,20,20.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,20.80652618408203,9776.028963799996,False
boruta_then_mrmr_mutual_information,lendingclub_v2,lr,5,20,20.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,20.80652618408203,9776.028963799996,False
boruta_then_rfe_catboost,lendingclub_v2,catboost,1,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,24.329204559326172,10925.2643598,False
boruta_then_mrmr_mutual_information,lendingclub_v2,catboost,1,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,24.329204559326172,10925.2643598,False
boruta_then_rfe_catboost,lendingclub_v2,catboost,2,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,24.329204559326172,10925.2643598,False
boruta_then_mrmr_mutual_information,lendingclub_v2,catboost,2,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,24.329204559326172,10925.2643598,False
boruta_then_rfe_catboost,lendingclub_v2,catboost,3,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,24.329204559326172,10925.2643598,False
boruta_then_mrmr_mutual_information,lendingclub_v2,catboost,3,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,24.329204559326172,10925.2643598,False
boruta_then_rfe_catboost,lendingclub_v2,catboost,4,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,24.329204559326172,10925.2643598,False
boruta_then_mrmr_mutual_information,lendingclub_v2,catboost,4,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,24.329204559326172,10925.2643598,False
boruta_then_rfe_catboost,lendingclub_v2,catboost,5,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,24.329204559326172,10925.2643598,False
boruta_then_mrmr_mutual_information,lendingclub_v2,catboost,5,40,40.0,requires_new_natural_support_fit,False,False,baseline Boruta was budget-specific and lacks complete natural-support provenance,boruta_natural_support+stage_2_if_feasible,24.329204559326172,10925.2643598,False
iv_then_boruta,homecredit,model_independent_selection,1,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-100 then Boruta artifact,iv_top_100+boruta_confirmed_only,,,False
iv_then_boruta,homecredit,model_independent_selection,1,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-200 then Boruta artifact,iv_top_200+boruta_confirmed_only,,,False
iv_then_boruta,homecredit,model_independent_selection,1,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-300 then Boruta artifact,iv_top_300+boruta_confirmed_only,,,False
statistical_normalized_average_rank,homecredit,model_specific_top_k,1,20|40,,requires_new_complete_rank_component_fits,False,False,Prompt 10 retained selected subsets but not an authenticated common-universe five-voter rank bundle,iv+lasso+rfe+boruta+catboost_shap_once_per_training_identity,,,False
iv_then_boruta,homecredit,model_independent_selection,2,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-100 then Boruta artifact,iv_top_100+boruta_confirmed_only,,,False
iv_then_boruta,homecredit,model_independent_selection,2,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-200 then Boruta artifact,iv_top_200+boruta_confirmed_only,,,False
iv_then_boruta,homecredit,model_independent_selection,2,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-300 then Boruta artifact,iv_top_300+boruta_confirmed_only,,,False
statistical_normalized_average_rank,homecredit,model_specific_top_k,2,20|40,,requires_new_complete_rank_component_fits,False,False,Prompt 10 retained selected subsets but not an authenticated common-universe five-voter rank bundle,iv+lasso+rfe+boruta+catboost_shap_once_per_training_identity,,,False
iv_then_boruta,homecredit,model_independent_selection,3,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-100 then Boruta artifact,iv_top_100+boruta_confirmed_only,,,False
iv_then_boruta,homecredit,model_independent_selection,3,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-200 then Boruta artifact,iv_top_200+boruta_confirmed_only,,,False
iv_then_boruta,homecredit,model_independent_selection,3,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-300 then Boruta artifact,iv_top_300+boruta_confirmed_only,,,False
statistical_normalized_average_rank,homecredit,model_specific_top_k,3,20|40,,requires_new_complete_rank_component_fits,False,False,Prompt 10 retained selected subsets but not an authenticated common-universe five-voter rank bundle,iv+lasso+rfe+boruta+catboost_shap_once_per_training_identity,,,False
iv_then_boruta,homecredit,model_independent_selection,4,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-100 then Boruta artifact,iv_top_100+boruta_confirmed_only,,,False
iv_then_boruta,homecredit,model_independent_selection,4,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-200 then Boruta artifact,iv_top_200+boruta_confirmed_only,,,False
iv_then_boruta,homecredit,model_independent_selection,4,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-300 then Boruta artifact,iv_top_300+boruta_confirmed_only,,,False
statistical_normalized_average_rank,homecredit,model_specific_top_k,4,20|40,,requires_new_complete_rank_component_fits,False,False,Prompt 10 retained selected subsets but not an authenticated common-universe five-voter rank bundle,iv+lasso+rfe+boruta+catboost_shap_once_per_training_identity,,,False
iv_then_boruta,homecredit,model_independent_selection,5,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-100 then Boruta artifact,iv_top_100+boruta_confirmed_only,,,False
iv_then_boruta,homecredit,model_independent_selection,5,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-200 then Boruta artifact,iv_top_200+boruta_confirmed_only,,,False
iv_then_boruta,homecredit,model_independent_selection,5,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-300 then Boruta artifact,iv_top_300+boruta_confirmed_only,,,False
statistical_normalized_average_rank,homecredit,model_specific_top_k,5,20|40,,requires_new_complete_rank_component_fits,False,False,Prompt 10 retained selected subsets but not an authenticated common-universe five-voter rank bundle,iv+lasso+rfe+boruta+catboost_shap_once_per_training_identity,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,1,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-100 then Boruta artifact,iv_top_100+boruta_confirmed_only,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,1,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-200 then Boruta artifact,iv_top_200+boruta_confirmed_only,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,1,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-300 then Boruta artifact,iv_top_300+boruta_confirmed_only,,,False
statistical_normalized_average_rank,lendingclub_v2,model_specific_top_k,1,20|40,,requires_new_complete_rank_component_fits,False,False,Prompt 10 retained selected subsets but not an authenticated common-universe five-voter rank bundle,iv+lasso+rfe+boruta+catboost_shap_once_per_training_identity,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,2,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-100 then Boruta artifact,iv_top_100+boruta_confirmed_only,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,2,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-200 then Boruta artifact,iv_top_200+boruta_confirmed_only,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,2,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-300 then Boruta artifact,iv_top_300+boruta_confirmed_only,,,False
statistical_normalized_average_rank,lendingclub_v2,model_specific_top_k,2,20|40,,requires_new_complete_rank_component_fits,False,False,Prompt 10 retained selected subsets but not an authenticated common-universe five-voter rank bundle,iv+lasso+rfe+boruta+catboost_shap_once_per_training_identity,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,3,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-100 then Boruta artifact,iv_top_100+boruta_confirmed_only,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,3,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-200 then Boruta artifact,iv_top_200+boruta_confirmed_only,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,3,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-300 then Boruta artifact,iv_top_300+boruta_confirmed_only,,,False
statistical_normalized_average_rank,lendingclub_v2,model_specific_top_k,3,20|40,,requires_new_complete_rank_component_fits,False,False,Prompt 10 retained selected subsets but not an authenticated common-universe five-voter rank bundle,iv+lasso+rfe+boruta+catboost_shap_once_per_training_identity,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,4,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-100 then Boruta artifact,iv_top_100+boruta_confirmed_only,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,4,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-200 then Boruta artifact,iv_top_200+boruta_confirmed_only,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,4,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-300 then Boruta artifact,iv_top_300+boruta_confirmed_only,,,False
statistical_normalized_average_rank,lendingclub_v2,model_specific_top_k,4,20|40,,requires_new_complete_rank_component_fits,False,False,Prompt 10 retained selected subsets but not an authenticated common-universe five-voter rank bundle,iv+lasso+rfe+boruta+catboost_shap_once_per_training_identity,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,5,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-100 then Boruta artifact,iv_top_100+boruta_confirmed_only,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,5,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-200 then Boruta artifact,iv_top_200+boruta_confirmed_only,,,False
iv_then_boruta,lendingclub_v2,model_independent_selection,5,natural,,requires_new_iv_and_boruta_fit,False,False,no saved IV-top-300 then Boruta artifact,iv_top_300+boruta_confirmed_only,,,False
statistical_normalized_average_rank,lendingclub_v2,model_specific_top_k,5,20|40,,requires_new_complete_rank_component_fits,False,False,Prompt 10 retained selected subsets but not an authenticated common-universe five-voter rank bundle,iv+lasso+rfe+boruta+catboost_shap_once_per_training_identity,,,False
