run_id,dataset,method,model,seed,split,feature_budget,configuration_hash,data_manifest_hash,metric_artifact_path,prediction_artifact_path,selected_feature_path,checkpoint_path,manifest_path,pairing_policy_version,depends_on_clip,reuse_status,reason,source_training_dataset,external_dataset,source_preprocessor_hash,source_raw_dev_statistical_evidence_hash,source_checkpoint_hashes,source_anchor_hashes
lr_llm_llm_66fabfd650a1,homecredit,llm,lr,42,"DEV[-600,-240);OOT[-240,0]",20.0,66fabfd650a105e79c84892d25661ee1dc6d4f22bee04f50eebceac6ce24e63d,68b2bae09659a0b14dcfdef824ad40d31a16f5731497846efdac29beda037345,results/homecredit/lr/llm/lr_llm_llm_66fabfd650a1/results/experiment_summary.csv,results/homecredit/lr/llm/lr_llm_llm_66fabfd650a1/results/oot_predictions.csv,results/homecredit/lr/llm/lr_llm_llm_66fabfd650a1/features/final_selected_features.csv,,results/homecredit/lr/llm/lr_llm_llm_66fabfd650a1/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
lr_statistical_boruta_80d39f8dcf68,homecredit,boruta,lr,42,"DEV[-600,-240);OOT[-240,0]",20.0,80d39f8dcf682172d695216c1a3f114d50211cbc39c32aa85fc7b2df18c7b2c4,68b2bae09659a0b14dcfdef824ad40d31a16f5731497846efdac29beda037345,results/homecredit/lr/statistical/lr_statistical_boruta_80d39f8dcf68/results/experiment_summary.csv,results/homecredit/lr/statistical/lr_statistical_boruta_80d39f8dcf68/results/oot_predictions.csv,results/homecredit/lr/statistical/lr_statistical_boruta_80d39f8dcf68/features/final_selected_features.csv,,results/homecredit/lr/statistical/lr_statistical_boruta_80d39f8dcf68/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
lr_statistical_domain_rule_baseline_cfdde445ea74,homecredit,domain_rule_baseline,lr,42,"DEV[-600,-240);OOT[-240,0]",20.0,cfdde445ea741be481760b49a89dad33097923bc68da68742b64b9234217421b,68b2bae09659a0b14dcfdef824ad40d31a16f5731497846efdac29beda037345,results/homecredit/lr/statistical/lr_statistical_domain_rule_baseline_cfdde445ea74/results/experiment_summary.csv,results/homecredit/lr/statistical/lr_statistical_domain_rule_baseline_cfdde445ea74/results/oot_predictions.csv,results/homecredit/lr/statistical/lr_statistical_domain_rule_baseline_cfdde445ea74/features/final_selected_features.csv,,results/homecredit/lr/statistical/lr_statistical_domain_rule_baseline_cfdde445ea74/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
lr_statistical_mrmr_53a793cb32fe,homecredit,mrmr,lr,42,"DEV[-600,-240);OOT[-240,0]",20.0,53a793cb32fe037a60ad86cfe588ef3fd9faf7608165d830f9b8d2b8e937fff1,68b2bae09659a0b14dcfdef824ad40d31a16f5731497846efdac29beda037345,results/homecredit/lr/statistical/lr_statistical_mrmr_53a793cb32fe/results/experiment_summary.csv,results/homecredit/lr/statistical/lr_statistical_mrmr_53a793cb32fe/results/oot_predictions.csv,results/homecredit/lr/statistical/lr_statistical_mrmr_53a793cb32fe/features/final_selected_features.csv,,results/homecredit/lr/statistical/lr_statistical_mrmr_53a793cb32fe/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
lr_statistical_pca_7d168b078e9c,homecredit,pca,lr,42,"DEV[-600,-240);OOT[-240,0]",20.0,7d168b078e9ca8931169bdc1061af5e47894d82808a29186438bdbbe70374f15,68b2bae09659a0b14dcfdef824ad40d31a16f5731497846efdac29beda037345,results/homecredit/lr/statistical/lr_statistical_pca_7d168b078e9c/results/experiment_summary.csv,results/homecredit/lr/statistical/lr_statistical_pca_7d168b078e9c/results/oot_predictions.csv,results/homecredit/lr/statistical/lr_statistical_pca_7d168b078e9c/features/final_selected_features.csv,,results/homecredit/lr/statistical/lr_statistical_pca_7d168b078e9c/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
catboost_hybrid_llm_then_boruta_10179060705b,lendingclub_v2,llm_then_boruta,catboost,42,"DEV[-1795,-1065);OOT[-1065,-730]",40.0,10179060705b72fc69c7eba6a67f707fa1ba8dec79f9252172fa6cc5a9807abf,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_10179060705b/results/experiment_summary.csv,results/lendingclub_v2/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_10179060705b/results/oot_predictions.csv,results/lendingclub_v2/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_10179060705b/features/final_selected_features.csv,,results/lendingclub_v2/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_10179060705b/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
catboost_hybrid_llm_then_mrmr_59865aa71763,lendingclub_v2,llm_then_mrmr,catboost,42,"DEV[-1795,-1065);OOT[-1065,-730]",40.0,59865aa7176337a9ff65c417bd2a804db762ffc10bc3504c470b7a324a0536cb,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/results/experiment_summary.csv,results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/results/oot_predictions.csv,results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/features/final_selected_features.csv,,results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a,lendingclub_v2,stable_core_llm_fill,catboost,42,"DEV[-1795,-1065);OOT[-1065,-730]",40.0,8da7f3b51c4acc8a578e564ed16a6e5f329333fb6f4d09b2ab466c268a85d27e,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/results/experiment_summary.csv,results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/results/oot_predictions.csv,results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/features/final_selected_features.csv,,results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
catboost_llm_llm_e6489647a93c,lendingclub_v2,llm,catboost,42,"DEV[-1795,-1065);OOT[-1065,-730]",40.0,e6489647a93ce0596978ee080b1ee0fb9b275f47e5fefa46ec0451591e4f55e3,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/results/experiment_summary.csv,results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/results/oot_predictions.csv,results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/features/final_selected_features.csv,,results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
catboost_statistical_boruta_effd06e32b3d,lendingclub_v2,boruta,catboost,42,"DEV[-1795,-1065);OOT[-1065,-730]",40.0,effd06e32b3dcf1c291ed302c2c39d9e617bcc07869c84018b6f912233239585,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/catboost/statistical/catboost_statistical_boruta_effd06e32b3d/results/experiment_summary.csv,results/lendingclub_v2/catboost/statistical/catboost_statistical_boruta_effd06e32b3d/results/oot_predictions.csv,results/lendingclub_v2/catboost/statistical/catboost_statistical_boruta_effd06e32b3d/features/final_selected_features.csv,,results/lendingclub_v2/catboost/statistical/catboost_statistical_boruta_effd06e32b3d/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
catboost_statistical_domain_rule_baseline_9f4a8907eaf7,lendingclub_v2,domain_rule_baseline,catboost,42,"DEV[-1795,-1065);OOT[-1065,-730]",40.0,9f4a8907eaf7ce957f6d966804263c26d9e92d86fd9dbe3de8c448df9da69c96,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/results/experiment_summary.csv,results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/results/oot_predictions.csv,results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/features/final_selected_features.csv,,results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
catboost_statistical_mrmr_94a6a14a53a4,lendingclub_v2,mrmr,catboost,42,"DEV[-1795,-1065);OOT[-1065,-730]",40.0,94a6a14a53a4bd2b4508abb88836cda450c34e35d99b786713d86bb50d71e391,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/catboost/statistical/catboost_statistical_mrmr_94a6a14a53a4/results/experiment_summary.csv,results/lendingclub_v2/catboost/statistical/catboost_statistical_mrmr_94a6a14a53a4/results/oot_predictions.csv,results/lendingclub_v2/catboost/statistical/catboost_statistical_mrmr_94a6a14a53a4/features/final_selected_features.csv,,results/lendingclub_v2/catboost/statistical/catboost_statistical_mrmr_94a6a14a53a4/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
catboost_statistical_pca_0e10cf48968e,lendingclub_v2,pca,catboost,42,"DEV[-1795,-1065);OOT[-1065,-730]",40.0,0e10cf48968ee949b9eef43e44352866915ff1da19cffe62ad8f25aca46a2647,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/catboost/statistical/catboost_statistical_pca_0e10cf48968e/results/experiment_summary.csv,results/lendingclub_v2/catboost/statistical/catboost_statistical_pca_0e10cf48968e/results/oot_predictions.csv,results/lendingclub_v2/catboost/statistical/catboost_statistical_pca_0e10cf48968e/features/final_selected_features.csv,,results/lendingclub_v2/catboost/statistical/catboost_statistical_pca_0e10cf48968e/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
lr_hybrid_llm_then_boruta_4ecceaa878fc,lendingclub_v2,llm_then_boruta,lr,42,"DEV[-1795,-1065);OOT[-1065,-730]",20.0,4ecceaa878fc0fa89e0e0eedf32d9346ffd788d91328b39366aac4c85e28b77c,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/results/experiment_summary.csv,results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/results/oot_predictions.csv,results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/features/final_selected_features.csv,,results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
lr_hybrid_llm_then_mrmr_45d98f9ad95c,lendingclub_v2,llm_then_mrmr,lr,42,"DEV[-1795,-1065);OOT[-1065,-730]",20.0,45d98f9ad95ca3af5460f03aeb5749f27115cf4c104f338b0110d2c95fff9ba5,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/results/experiment_summary.csv,results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/results/oot_predictions.csv,results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/features/final_selected_features.csv,,results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
lr_hybrid_stable_core_llm_fill_497f694ad76d,lendingclub_v2,stable_core_llm_fill,lr,42,"DEV[-1795,-1065);OOT[-1065,-730]",20.0,497f694ad76d31f35c67ab8d4ec27d6866a435e75efb5fde713067765c190178,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_497f694ad76d/results/experiment_summary.csv,results/lendingclub_v2/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_497f694ad76d/results/oot_predictions.csv,results/lendingclub_v2/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_497f694ad76d/features/final_selected_features.csv,,results/lendingclub_v2/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_497f694ad76d/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
lr_llm_llm_bb103e2ac012,lendingclub_v2,llm,lr,42,"DEV[-1795,-1065);OOT[-1065,-730]",20.0,bb103e2ac012a00b153755aa39c8228013d6696425b59fecce2ae6d9b0c0d417,1fe27122baaf48a8a3f0509c531256bd40579a10e61896789e0159660ab433dd,results/lendingclub_v2/lr/llm/lr_llm_llm_bb103e2ac012/results/experiment_summary.csv,results/lendingclub_v2/lr/llm/lr_llm_llm_bb103e2ac012/results/oot_predictions.csv,results/lendingclub_v2/lr/llm/lr_llm_llm_bb103e2ac012/features/final_selected_features.csv,,results/lendingclub_v2/lr/llm/lr_llm_llm_bb103e2ac012/run_manifest.json,not_applicable_non_clip,False,reusable_existing,"Completed non-CLIP run; manifest, _SUCCESS marker, metrics, split, predictions, and selected features are present. No checkpoint is recorded because this run stores a final fitted model rather than a CLIP checkpoint.",,,,,,
