evidence_cohort,dataset,cell_id,method_id,model,selection_scope,rank,feature,semantic_group,role,source_artifact,source_sha256
canonical_llm_matrix_v2,homecredit,lr_statistical_mrmr_53a793cb32fe,mrmr,lr,full_DEV_for_OOT,11,BURO_DAYS_CREDIT_MEAN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_mrmr_53a793cb32fe\features\final_selected_features.csv,f4b44c0570df13be5f3a716a2d187a09b96a1c7da1d9dde976fbf42707ab78ee
canonical_llm_matrix_v2,homecredit,lr_statistical_mrmr_53a793cb32fe,mrmr,lr,full_DEV_for_OOT,12,PREV_INTEREST_ESTIMATE_VAR,previous_application_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_mrmr_53a793cb32fe\features\final_selected_features.csv,f4b44c0570df13be5f3a716a2d187a09b96a1c7da1d9dde976fbf42707ab78ee
canonical_llm_matrix_v2,homecredit,lr_statistical_mrmr_53a793cb32fe,mrmr,lr,full_DEV_for_OOT,13,INSTAL_PAYMENT_DIFF_MEAN,installment_repayment_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_mrmr_53a793cb32fe\features\final_selected_features.csv,f4b44c0570df13be5f3a716a2d187a09b96a1c7da1d9dde976fbf42707ab78ee
canonical_llm_matrix_v2,homecredit,lr_statistical_mrmr_53a793cb32fe,mrmr,lr,full_DEV_for_OOT,14,INSTAL_DAYS_DIFF_MAX,installment_repayment_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_mrmr_53a793cb32fe\features\final_selected_features.csv,f4b44c0570df13be5f3a716a2d187a09b96a1c7da1d9dde976fbf42707ab78ee
canonical_llm_matrix_v2,homecredit,lr_statistical_mrmr_53a793cb32fe,mrmr,lr,full_DEV_for_OOT,15,BURO_DAYS_CREDIT_ENDDATE_SUM,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_mrmr_53a793cb32fe\features\final_selected_features.csv,f4b44c0570df13be5f3a716a2d187a09b96a1c7da1d9dde976fbf42707ab78ee
canonical_llm_matrix_v2,homecredit,lr_statistical_mrmr_53a793cb32fe,mrmr,lr,full_DEV_for_OOT,16,PREV_INTEREST_ESTIMATE_MEAN,previous_application_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_mrmr_53a793cb32fe\features\final_selected_features.csv,f4b44c0570df13be5f3a716a2d187a09b96a1c7da1d9dde976fbf42707ab78ee
canonical_llm_matrix_v2,homecredit,lr_statistical_mrmr_53a793cb32fe,mrmr,lr,full_DEV_for_OOT,17,INSTAL_IS_UNDERPAID_MEAN,installment_repayment_behavior,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_mrmr_53a793cb32fe\features\final_selected_features.csv,f4b44c0570df13be5f3a716a2d187a09b96a1c7da1d9dde976fbf42707ab78ee
canonical_llm_matrix_v2,homecredit,lr_statistical_mrmr_53a793cb32fe,mrmr,lr,full_DEV_for_OOT,18,DAYS_ID_PUBLISH,demographic_time_variables,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_mrmr_53a793cb32fe\features\final_selected_features.csv,f4b44c0570df13be5f3a716a2d187a09b96a1c7da1d9dde976fbf42707ab78ee
canonical_llm_matrix_v2,homecredit,lr_statistical_mrmr_53a793cb32fe,mrmr,lr,full_DEV_for_OOT,19,BURO_DEBT_CREDIT_DIFF_MEAN,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_mrmr_53a793cb32fe\features\final_selected_features.csv,f4b44c0570df13be5f3a716a2d187a09b96a1c7da1d9dde976fbf42707ab78ee
canonical_llm_matrix_v2,homecredit,lr_statistical_mrmr_53a793cb32fe,mrmr,lr,full_DEV_for_OOT,20,CC_CNT_DRAWINGS_ATM_CURRENT_VAR,credit_card_utilization,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_mrmr_53a793cb32fe\features\final_selected_features.csv,f4b44c0570df13be5f3a716a2d187a09b96a1c7da1d9dde976fbf42707ab78ee
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,1,AMT_CREDIT,application_amounts,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,2,AMT_GOODS_PRICE,application_amounts,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,3,BURO_AMT_CREDIT_MAX_OVERDUE_SUM,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,4,BURO_AMT_CREDIT_SUM_DEBT_MAX,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,5,BURO_AMT_CREDIT_SUM_DEBT_MEAN,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,6,BURO_AMT_CREDIT_SUM_DEBT_MIN,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,7,BURO_AMT_CREDIT_SUM_DEBT_SUM,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,8,BURO_AMT_CREDIT_SUM_DEBT_VAR,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,9,BURO_AMT_CREDIT_SUM_OVERDUE_MAX,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,10,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,11,BURO_AMT_CREDIT_SUM_OVERDUE_SUM,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,12,BURO_AMT_CREDIT_SUM_OVERDUE_VAR,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,13,BURO_BB_MONTHS_BALANCE_MIN_MEAN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,14,BURO_CREDIT_DURATION_MEAN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,15,BURO_CREDIT_DURATION_MIN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,16,BURO_DAYS_CREDIT_ENDDATE_MAX,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,17,BURO_DAYS_CREDIT_ENDDATE_MEAN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,18,BURO_DAYS_CREDIT_ENDDATE_MIN,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,19,BURO_DAYS_CREDIT_ENDDATE_SUM,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_boruta_80d39f8dcf68,boruta,lr,full_DEV_for_OOT,20,BURO_DAYS_CREDIT_MAX,bureau_credit_history,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_boruta_80d39f8dcf68\features\final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,1,PC1,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,2,PC2,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,3,PC3,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,4,PC4,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,5,PC5,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,6,PC6,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,7,PC7,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,8,PC8,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,9,PC9,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,10,PC10,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,11,PC11,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,12,PC12,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,13,PC13,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,14,PC14,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,15,PC15,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,16,PC16,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,17,PC17,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,18,PC18,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,19,PC19,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_pca_7d168b078e9c,pca,lr,full_DEV_for_OOT,20,PC20,other,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_pca_7d168b078e9c\features\final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b
canonical_llm_matrix_v2,homecredit,lr_statistical_domain_rule_baseline_cfdde445ea74,domain_rule_baseline,lr,full_DEV_for_OOT,1,EXT_SOURCE_2,external_score,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_domain_rule_baseline_cfdde445ea74\features\final_selected_features.csv,29ac547e0b0a10236c440c998fba2c474f2aa71675341727fd2ad0afd0c6f818
canonical_llm_matrix_v2,homecredit,lr_statistical_domain_rule_baseline_cfdde445ea74,domain_rule_baseline,lr,full_DEV_for_OOT,2,EXT_SOURCE_3,external_score,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_domain_rule_baseline_cfdde445ea74\features\final_selected_features.csv,29ac547e0b0a10236c440c998fba2c474f2aa71675341727fd2ad0afd0c6f818
canonical_llm_matrix_v2,homecredit,lr_statistical_domain_rule_baseline_cfdde445ea74,domain_rule_baseline,lr,full_DEV_for_OOT,3,EXT_SOURCE_1,external_score,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_domain_rule_baseline_cfdde445ea74\features\final_selected_features.csv,29ac547e0b0a10236c440c998fba2c474f2aa71675341727fd2ad0afd0c6f818
canonical_llm_matrix_v2,homecredit,lr_statistical_domain_rule_baseline_cfdde445ea74,domain_rule_baseline,lr,full_DEV_for_OOT,4,BURO_AMT_ANNUITY_SUM,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_domain_rule_baseline_cfdde445ea74\features\final_selected_features.csv,29ac547e0b0a10236c440c998fba2c474f2aa71675341727fd2ad0afd0c6f818
canonical_llm_matrix_v2,homecredit,lr_statistical_domain_rule_baseline_cfdde445ea74,domain_rule_baseline,lr,full_DEV_for_OOT,5,BURO_AMT_CREDIT_MAX_OVERDUE_SUM,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_domain_rule_baseline_cfdde445ea74\features\final_selected_features.csv,29ac547e0b0a10236c440c998fba2c474f2aa71675341727fd2ad0afd0c6f818
canonical_llm_matrix_v2,homecredit,lr_statistical_domain_rule_baseline_cfdde445ea74,domain_rule_baseline,lr,full_DEV_for_OOT,6,BURO_AMT_CREDIT_SUM_DEBT_SUM,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_domain_rule_baseline_cfdde445ea74\features\final_selected_features.csv,29ac547e0b0a10236c440c998fba2c474f2aa71675341727fd2ad0afd0c6f818
canonical_llm_matrix_v2,homecredit,lr_statistical_domain_rule_baseline_cfdde445ea74,domain_rule_baseline,lr,full_DEV_for_OOT,7,BURO_AMT_CREDIT_SUM_LIMIT_SUM,bureau_debt,classical_selected,D:\python projects\Research_pre_cleanup_backup_20260704\results\homecredit\lr\statistical\lr_statistical_domain_rule_baseline_cfdde445ea74\features\final_selected_features.csv,29ac547e0b0a10236c440c998fba2c474f2aa71675341727fd2ad0afd0c6f818
